Сегмент,Компания,Имя,Должность,Email,Телефон,Сайт,LinkedIn,Telegram,Страна,Город,Отрасль,Источник,URL источника,Приоритет,Комментарий
event,ЦИФРОТЕХ,,,bizon@b95.ru,+7 (495) 937-40-81; 7 495 999 99 99; +7 495 937-40-81,https://ctexpo.ru/,,https://t.me/nagora_coalanalytics; https://t.me/prologistica; https://t.me/petro_chem,Россия,Москва,Conference / Forum,Организатор конференции,https://ctexpo.ru/; https://b95.ru/about/,A,"Организатор деловых форумов: нужны презентации для партнёров, спикеров, спонсоров, программы и продаж участия.; Организатор деловых форумов и выставок: нужны презентации для партнёров, спикеров, спонсоров, программы и продаж участия. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
event,Центр развития персонала «Активный Персонал»,,,tragulina@crpap.ru,+7 (985) 226 1455; +79262896514; +7(965) 374-32-58,https://www.crpap.ru,,https://t.me/bbtrussia,Россия,,MICE,INDEX BBT MICE catalog,https://index.bbt.news/catalog/mice-agentstva#crpap-ru,A,"MICE-агентство: регулярная потребность в презентациях для тендеров, клиентских защит, концепций мероприятий и спонсорских предложений. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,14/92,,,info@reputaziya.ru,,https://reputaziya.ru/,,,Россия,Москва,PR / Communications,Сайт агентства,https://reputaziya.ru/contact/,A,"PR/communications: вероятна потребность в презентациях, pitch materials и визуальной упаковке смыслов. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,2L Agency,,,hr@2l-pr.ru,+7 499 322-20-74,http://2l-pr.ru/,,https://t.me/Agency2L,Россия,,PR / Communications,CMS Magazine PR,https://2l-pr.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,2L Agency,,,sales@2l-pr.ru,+7 499 322-20-74,http://2l-pr.ru/,,https://t.me/Agency2L,Россия,,PR / Communications,CMS Magazine PR,https://2l-pr.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,ACP Pro,,,info@acppro.ru,+7 (499) 963-81-88,https://acppro.ru/,,,Россия,Москва,PR / Communications,Член АКАР,https://acppro.ru/,A,"Коммуникационное агентство полного цикла: нужны презентации, коммерческие материалы и PR-пакеты. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,AGENDA PR AGENCY,,,info@agenda.ru,+7 (495) 545-45-38,https://agenda.ru/,,https://t.me/pragenda; https://t.me/art_alks,Россия,,PR / Communications,Рейтинг Рунета PR,https://agenda.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,ALTEZZA COMMUNICATIONS,,,info@altezza.ru,,http://www.altezza.ru,,https://t.me/askarisaev,Россия,,PR / Communications,Online PR Russia ranking,https://altezza.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,ASANTE,,,benua@asante.moscow,+7 995 919 80 17; 89959198017,https://asante.moscow/,,http://www.t.me/nina_benua; https://t.me/nina_benua,Россия,,PR / Communications,Рейтинг Рунета PR,https://asante.moscow/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,AVANTGARDE Global Communications,,,info@gcav.ru,+7 495 414 15 87,http://www.gcav.ru,,https://t.me/avantgarde_pr,Россия,,PR / Communications,Online PR Russia ranking,https://gcav.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Be Tone Agency,,,pr@betoneagency.ru,+7 903 534 9974; +7 903-534-9974,https://betoneagency.ru/,,https://t.me/luiza_mar; https://t.me/@luiza_mar; https://t.me/prmebaby,Россия,,PR / Communications,CMS Magazine PR,https://betoneagency.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Benefis Group,,,info@benefisgroup.ru,,http://www.benefisgroup.ru,,,Россия,,PR / Communications,Online PR Russia ranking,http://www.benefisgroup.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Black Star Wear,,,support@blackstarshop.ru,,http://www.blackstarwear.ru,,,Россия,,PR / Communications,Online PR Russia ranking,https://blackstarwear.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Boring PR Agency,,,welcome@boring.ru,+7 995 795-75-45,http://www.boring.ru,,https://t.me/boring_pr,Россия,,PR / Communications,Online PR Russia ranking,https://boring.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Communication Agency 4D,,,info@4dru.com,+7 812 292-68-09,http://www.4dru.com,,https://t.me/belkova4d,Россия,,PR / Communications,Online PR Russia ranking,https://4dru.com/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Crystal PR,,,hello@crystal-pr.agency,,https://crystal-pr.agency/,,https://t.me/crystal_pr_agency; https://t.me/prgulyuk,Россия,,PR / Communications,Рейтинг Рунета PR,https://crystal-pr.agency/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,DNA Communications,,,info@dnapr.ru,+7 499 288 18 14,http://www.dnapr.ru,,,Россия,,PR / Communications,Online PR Russia ranking,https://dnapr.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Dinnovate,,,effect@dinnovate.ru,,https://dinnovate.group/,,https://t.me/tochkiopori/1188; https://t.me/tochkiopori,Россия,Москва,PR / Communications,Член АКАР,https://dinnovate.group/,A,"PR/communications: вероятна потребность в презентациях, pitch materials и визуальной упаковке смыслов. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Dinnovate,,,office@hello.ru,,https://dinnovate.group/,,https://t.me/tochkiopori/1188; https://t.me/tochkiopori,Россия,Москва,PR / Communications,Член АКАР,https://dinnovate.group/,A,"PR/communications: вероятна потребность в презентациях, pitch materials и визуальной упаковке смыслов. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Dистанция,,,sales@distantsiya.ru,,http://www.distantsiya.ru,,https://t.me/distantsiya,Россия,,PR / Communications,Online PR Russia ranking,https://distantsiya.ru/about/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,EpicCenter,,,zakaz@epiccenter.ru,+7 (495) 215-57-58,https://epiccenter.ru/,,https://t.me/epiccenter_agency,Россия,Москва,PR / Communications,Сайт агентства,https://epiccenter.ru/contacts/,A,"PR/communications: вероятна потребность в презентациях, pitch materials и визуальной упаковке смыслов. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Far Eastern Federal University,,,callcenter@dvfu.ru,8 (800) 550 38 38; 8 800 550 38 38; 8 4232 01 88 88,http://www.dvfu.ru,,https://t.me/ekc_dvfu_bot; https://t.me/fefudvfu,Россия,,PR / Communications,Online PR Russia ranking,https://www.dvfu.ru:443/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Far Eastern Federal University,,,disp@dvfu.ru,8 (800) 550 38 38; 8 800 550 38 38; 8 4232 01 88 88,http://www.dvfu.ru,,https://t.me/ekc_dvfu_bot; https://t.me/fefudvfu,Россия,,PR / Communications,Online PR Russia ranking,https://www.dvfu.ru:443/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Far Eastern Federal University,,,dkb@dvfu.ru,8 (800) 550 38 38; 8 800 550 38 38; 8 4232 01 88 88,http://www.dvfu.ru,,https://t.me/ekc_dvfu_bot; https://t.me/fefudvfu,Россия,,PR / Communications,Online PR Russia ranking,https://www.dvfu.ru:443/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Far Eastern Federal University,,,it-help@dvfu.ru,8 (800) 550 38 38; 8 800 550 38 38; 8 4232 01 88 88,http://www.dvfu.ru,,https://t.me/ekc_dvfu_bot; https://t.me/fefudvfu,Россия,,PR / Communications,Online PR Russia ranking,https://www.dvfu.ru:443/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Far Eastern Federal University,,,psiholog@dvfu.ru,8 (800) 550 38 38; 8 800 550 38 38; 8 4232 01 88 88,http://www.dvfu.ru,,https://t.me/ekc_dvfu_bot; https://t.me/fefudvfu,Россия,,PR / Communications,Online PR Russia ranking,https://www.dvfu.ru:443/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Far Eastern Federal University,,,rectorat@dvfu.ru,8 (800) 550 38 38; 8 800 550 38 38; 8 4232 01 88 88,http://www.dvfu.ru,,https://t.me/ekc_dvfu_bot; https://t.me/fefudvfu,Россия,,PR / Communications,Online PR Russia ranking,https://www.dvfu.ru:443/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Fields4E PR Agency,,,welcome@fields4e.com,+7 (495) 109-36-46,http://www.fields4e.com,,,Россия,,PR / Communications,Online PR Russia ranking,https://fields4e.com/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,GREATIVE,,,love@greative.pro,+7 (495) 788-67-84,https://greative.pro/,,https://t.me/greative_agency,Россия,,PR / Communications,CMS Magazine PR,https://greative.pro/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,GarderPR,,,family@garderpr.online,+7 (996) 334-21-47,http://www.garderpr.online,,https://t.me/sgarderreklama; https://t.me/garderpridei; https://t.me/yanakursi,Россия,,PR / Communications,Online PR Russia ranking,https://garderpr.online/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Gate,,,info@thegateagency.ru,+7 (981) 048-20-33,http://www.thegateagency.ru,,https://t.me/thegateagency; https://t.me/daryaromich,Россия,,PR / Communications,Online PR Russia ranking,https://thegateagency.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Grechka Media,,,pr@grechkamedia.com,,http://www.grechkamedia.com,,,Россия,,PR / Communications,Online PR Russia ranking,https://www.grechkamedia.com/contacts/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Kottler,,,hello@kottler.ru,8 (926) 698-50- 40,https://kottler.ru/,,https://t.me/kottler_ru,Россия,,PR / Communications,Рейтинг Рунета PR,https://kottler.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,LAMPA Agency,,,agency.lampa@gmail.com,,http://www.lampa.team,,https://t.me/lampapr,Россия,,PR / Communications,Online PR Russia ranking,https://www.lampa.team/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,LikePR,,,anna.puzyrenko@likepr.art,,http://www.likepr.art,,https://t.me/daria_isa; https://t.me/AnnPuz,Россия,,PR / Communications,Online PR Russia ranking,https://www.likepr.art/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,LikePR,,,daria.isaeva@likepr.art,,http://www.likepr.art,,https://t.me/daria_isa; https://t.me/AnnPuz,Россия,,PR / Communications,Online PR Russia ranking,https://www.likepr.art/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,MPR,,,pr@mpr.ru,+7 (495) 201-7425,https://www.mpr.ru/,,,Россия,Москва,PR / Communications,Сайт агентства,https://www.mpr.ru/,A,"PR/communications: вероятна потребность в презентациях, pitch materials и визуальной упаковке смыслов. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Millennium M,,,info@millennium-m.ru,+7 (812) 644-9-777,https://millennium-m.ru/,,,Россия,Москва,PR / Communications,Член АКАР,https://millennium-m.ru/,A,"PR/communications: вероятна потребность в презентациях, pitch materials и визуальной упаковке смыслов. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Modifiers,,,info@modifiers.ru,,https://modifiers.ru/,,https://t.me/modifiers_agency; https://t.me/Modifiers_travel,Россия,,PR / Communications,Рейтинг Рунета PR,https://modifiers.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Nmigroup,,,info@nmigroup.ru,+7 (495) 234-02-17; +7 (999) 999 99 99,https://nmigroup.ru/,,,Россия,Москва,PR / Communications,Член АКАР,https://nmigroup.ru/,A,"PR/communications: вероятна потребность в презентациях, pitch materials и визуальной упаковке смыслов. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Nmigroup,,,valeria.konstantinova@nmigroup.ru,+7 (495) 234-02-17; +7 (999) 999 99 99,https://nmigroup.ru/,,,Россия,Москва,PR / Communications,Член АКАР,https://nmigroup.ru/,A,"PR/communications: вероятна потребность в презентациях, pitch materials и визуальной упаковке смыслов. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,P1R,,,contact@p1r.ru,,https://p1r.ru/,,,Россия,Москва,PR / Communications,Член АКАР,https://p1r.ru/o-kompanii/,A,"PR/communications: вероятна потребность в презентациях, pitch materials и визуальной упаковке смыслов. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,PGR Agency,,,ab@pgragency.ru,+7 (495) 740 55 28,http://www.pgragency.ru,,https://t.me/bastrykina_pr; https://t.me/pgragency,Россия,,PR / Communications,Online PR Russia ranking,https://www.pgragency.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,PR Doctor,,,pr@pr-doctor.ru,+7 (915) 396-77-02,https://pr-doctor.ru/,https://www.linkedin.com/mwlite/in/valeria-mingova-1241406,https://t.me/mingova,Россия,,PR / Communications,Рейтинг Рунета PR,https://pr-doctor.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,PR Inc. Communication Agency,,,info@pr-inc.ru,+7 (495) 651 84 54,http://www.pr-inc.ru,,,Россия,,PR / Communications,Online PR Russia ranking,http://www.pr-inc.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,PR Life,,,hello@pr-life.com,+7 (495) 142-09-48,https://pr-life.com/,,,Россия,Москва,PR / Communications,Сайт агентства,https://pr-life.com/,A,"PR/communications: вероятна потребность в презентациях, pitch materials и визуальной упаковке смыслов. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,PR Perfect,,,hello@prperfect.ru,+7 (964) 573-35-61,https://prperfect.ru/,,https://t.me/byprperfect; https://t.me/kristina_prperfect; https://t.me/caseprperfect,Россия,,PR / Communications,CMS Magazine PR,https://prperfect.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,PRT Edelman Affiliate,,,info@prt.ru,7 499 434 44 03,http://www.prt.ru,,,Россия,,PR / Communications,Online PR Russia ranking,http://www.prt.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Persona Grata,,,info@prpersonagrata.com,+7-929-908-10-58,https://prpersonagrata.com/,,,Россия,Москва,PR / Communications,Сайт агентства,https://prpersonagrata.com/kontakty/,A,"PR-агентство: релевантно для pitch materials, презентаций и визуальной упаковки коммуникаций. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Polylog PR,,,polylog@polylog.ru,+7 (495) 258-20-45,http://www.polylog.ru,,https://t.me/polylog_expertise,Россия,,PR / Communications,Online PR Russia ranking,https://polylog.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Press-Papier PR Agency,,,info@press-papier.ru,+7 911 986-00-84; +7 960 284-17-71,http://www.press-papier.ru,,,Россия,,PR / Communications,Online PR Russia ranking,https://www.press-papier.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,PrimaMedia (RU),,,info@primamedia.ru,+7 (423) 221-52-59,http://www.primamedia.ru,,https://t.me/primamedia; https://t.me/vcrtbot; https://t.me/n_prim,Россия,,PR / Communications,Online PR Russia ranking,https://primamedia.ru/contacts/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Prnews,,,contact@prnews.ru,+7 (495) 789-4259,https://www.prnews.ru/,,https://t.me/cominsights,Россия,Москва,PR / Communications,Член АКАР,https://www.prnews.ru/,A,"PR/communications: вероятна потребность в презентациях, pitch materials и визуальной упаковке смыслов. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Pro-Vision group of companies,,,info@pvc.ru,+7 495 221-6912,http://www.pvc.ru,,,Россия,,PR / Communications,Online PR Russia ranking,https://pvc.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Progresspr,,,info@progresspr.ru,+7 495 280 02 88,https://progresspr.ru/,,,Россия,Москва,PR / Communications,Член АКАР,https://progresspr.ru/,A,"PR/communications: вероятна потребность в презентациях, pitch materials и визуальной упаковке смыслов. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Progresspr,,,katerina@progresspr.ru,+7 495 280 02 88,https://progresspr.ru/,,,Россия,Москва,PR / Communications,Член АКАР,https://progresspr.ru/,A,"PR/communications: вероятна потребность в презентациях, pitch materials и визуальной упаковке смыслов. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Rassvet.digital,,,hello@rassvet.digital,,https://rassvet.digital/,,https://t.me/rassvet_digital; https://t.me/rassvet_pro; https://t.me/Rassvet_events,Россия,,PR / Communications,CMS Magazine PR,https://rassvet.digital/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Redline PR,,,pr@redline-pr.ru,+7 (926) 579-88-17,http://www.redline-pr.ru,,https://t.me/redlinepragency; https://t.me/Anna_Kirichenko_PR,Россия,,PR / Communications,Online PR Russia ranking,https://redline-pr.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Rore,,,contact@rore.group,,https://rore.group,,https://t.me/roregroup; https://t.me/roregroup/560,Россия,Москва,PR / Communications,Член АКАР,https://rore.group/,A,"PR/communications: вероятна потребность в презентациях, pitch materials и визуальной упаковке смыслов. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,SEA Company,,,info@sea-company.com,+7 495 926 3602,http://www.sea-company.com,https://www.linkedin.com/company/sea-company/,https://t.me/vit_moscow,Россия,,PR / Communications,Online PR Russia ranking,https://sea-company.com/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,STEP communication agency,,,info@step-agency.ru,+7 903 185 16 37,http://www.step-agency.ru,,,Россия,,PR / Communications,Online PR Russia ranking,https://step-agency.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,STEP communication agency,,,pr@step-agency.ru,+7 903 185 16 37,http://www.step-agency.ru,,,Россия,,PR / Communications,Online PR Russia ranking,https://step-agency.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Serenity,,,prus@serenity.agency,+7 (812) 602-50-44; +7 (495) 419-95-88; +7 (812) 602 50 44,http://serenity.agency/,,https://t.me/Serenity_Agency_bot; https://t.me/serenityagency,Россия,,PR / Communications,CMS Magazine PR,https://serenity.agency/contacts,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Serm Orm,,,hi@serm-orm.ru,+7 (495) 476-40-43,https://serm-orm.ru,,https://t.me/otdelreputacii,Россия,Москва,PR / Communications,Член АКАР,https://serm-orm.ru/,A,"PR/communications: вероятна потребность в презентациях, pitch materials и визуальной упаковке смыслов. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Sparkle PR Group,,,info@sparkleprgroup.com,,http://www.sparkleprgroup.com,,https://t.me/prinsider; https://t.me/prinsidertravel/,Россия,,PR / Communications,Online PR Russia ranking,https://sparkleprgroup.com/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Squad agency,,,vera@squadagency.ru,,http://www.squadagency.ru,,https://t.me/VeraHmel; https://t.me/vera_v_pr,Россия,,PR / Communications,Online PR Russia ranking,https://squadagency.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,The International Congress of Industrialists and Entrepreneurs (ICIE),,,office@ic-ie.com,+7 4959 66-63-79,http://www.ic-ie.com,,,Россия,,PR / Communications,Online PR Russia ranking,https://ic-ie.com/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,TrendFox,,,ask@trendfox.ru,+7 (495) 136-60-19; +7 495 136 60 19,http://www.trendfox.ru,,https://t.me/pr_trendfox; https://t.me/Trendfox_bot,Россия,,PR / Communications,Online PR Russia ranking,https://trendfox.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,TrendFox,,,tender@trendfox.ru,+7 (495) 136-60-19; +7 495 136 60 19,http://www.trendfox.ru,,https://t.me/pr_trendfox; https://t.me/Trendfox_bot,Россия,,PR / Communications,Online PR Russia ranking,https://trendfox.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Wellermedia,,,info@wellermedia.ru,+7 (495) 744-33-07,https://wellermedia.ru/,,,Россия,Москва,PR / Communications,Член АКАР,https://wellermedia.ru/,A,"PR/communications: вероятна потребность в презентациях, pitch materials и визуальной упаковке смыслов. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,Whybconsult,,,yana@whybconsult.com,,http://www.whybconsult.com,,https://t.me/Whybconsult,Россия,,PR / Communications,Online PR Russia ranking,https://www.whybconsult.com/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,ZLS,,,hello@zls.su,+7 (863) 296-18-33,https://zls.su/,,https://t.me/zls_web,Россия,,PR / Communications,Рейтинг Рунета PR,https://zls.su/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,esprezo.,,,info@esprezo.ru,+7 (495) 561-20-31; +7 (999) 999-99-99; +7 495 561 20 31,http://www.esprezo.ru,,,Россия,,PR / Communications,Online PR Russia ranking,https://why.esprezo.ru/contacts,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
pr,iTrend,,,asya@itrend.ru,+7 (812) 309-80-15,https://itrend.ru/,,https://t.me/+rUaKSYVFr4QxZGJi; https://t.me/iTrendNewsBot; https://t.me/+WT3jGkKqL-xhYmQy,Россия,,PR / Communications,CMS Magazine PR,https://itrend.ru/,A,"PR/communications: возможна потребность в презентациях для клиентов, пресс-ивентов, публичных запусков и материалов руководителей. Preserved from previous verified GitHub snapshot to keep validated public email coverage resilient to source instability."
